word,count
incomplete,inaccurate,or,1
inaccurate,or,corrupt,1
or,corrupt,data,1
corrupt,data,transcription,1
data,transcription,errors,1
transcription,errors,a,1
errors,a,copyright,1
a,copyright,or,1
copyright,or,other,1
or,other,intellectual,1
other,intellectual,property,1
intellectual,property,infringement,1
property,infringement,a,1
infringement,a,defective,1
a,defective,or,1
defective,or,damaged,1
or,damaged,disk,1
damaged,disk,or,1
disk,or,other,1
or,other,medium,1
other,medium,a,1
medium,a,computer,1
a,computer,virus,1
computer,virus,or,1
virus,or,computer,1
or,computer,codes,1
computer,codes,that,1
codes,that,damage,1
that,damage,or,1
damage,or,can,1
or,can,not,1
can,not,be,1
not,be,read,1
be,read,by,1
read,by,your,1
by,your,equipment,1
your,equipment,1F2,1
equipment,1F2,LIMITED,1
1F2,LIMITED,WARRANTY,1
LIMITED,WARRANTY,DISCLAIMER,1
WARRANTY,DISCLAIMER,OF,1
DISCLAIMER,OF,DAMAGES,1
OF,DAMAGES,Except,1
DAMAGES,Except,for,1
for,the,Right,1
the,Right,of,1
Right,of,Replacement,1
of,Replacement,or,1
Replacement,or,Refund,1
or,Refund,described,1
Refund,described,in,1
described,in,paragraph,1
paragraph,1F3,the,1
1F3,the,Project,1
Foundation,the,owner,1
Gutenbergtm,trademark,and,1
trademark,and,any,1
and,any,other,1
any,other,party,1
other,party,distributing,1
party,distributing,a,1
distributing,a,Project,1
electronic,work,under,1
work,under,this,1
under,this,agreement,1
this,agreement,disclaim,1
agreement,disclaim,all,1
disclaim,all,liability,1
all,liability,to,1
liability,to,you,1
to,you,for,1
you,for,damages,1
for,damages,costs,1
damages,costs,and,1
legal,fees,YOU,1
fees,YOU,AGREE,1
AGREE,THAT,YOU,1
THAT,YOU,HAVE,1
YOU,HAVE,NO,1
HAVE,NO,REMEDIES,1
NO,REMEDIES,FOR,1
REMEDIES,FOR,NEGLIGENCE,1
FOR,NEGLIGENCE,STRICT,1
NEGLIGENCE,STRICT,LIABILITY,1
STRICT,LIABILITY,BREACH,1
LIABILITY,BREACH,OF,1
BREACH,OF,WARRANTY,1
OF,WARRANTY,OR,1
WARRANTY,OR,BREACH,1
OR,BREACH,OF,1
BREACH,OF,CONTRACT,1
OF,CONTRACT,EXCEPT,1
CONTRACT,EXCEPT,THOSE,1
EXCEPT,THOSE,PROVIDED,1
THOSE,PROVIDED,IN,1
PROVIDED,IN,PARAGRAPH,1
IN,PARAGRAPH,F3,1
PARAGRAPH,F3,YOU,1
F3,YOU,AGREE,1
AGREE,THAT,THE,1
THAT,THE,FOUNDATION,1
THE,FOUNDATION,THE,1
FOUNDATION,THE,TRADEMARK,1
THE,TRADEMARK,OWNER,1
TRADEMARK,OWNER,AND,1
OWNER,AND,ANY,1
AND,ANY,DISTRIBUTOR,1
ANY,DISTRIBUTOR,UNDER,1
DISTRIBUTOR,UNDER,THIS,1
UNDER,THIS,AGREEMENT,1
THIS,AGREEMENT,WILL,1
AGREEMENT,WILL,NOT,1
WILL,NOT,BE,1
NOT,BE,LIABLE,1
BE,LIABLE,TO,1
LIABLE,TO,YOU,1
TO,YOU,FOR,1
YOU,FOR,ACTUAL,1
FOR,ACTUAL,DIRECT,1
ACTUAL,DIRECT,INDIRECT,1
DIRECT,INDIRECT,CONSEQUENTIAL,1
INDIRECT,CONSEQUENTIAL,PUNITIVE,1
CONSEQUENTIAL,PUNITIVE,OR,1
PUNITIVE,OR,INCIDENTAL,1
OR,INCIDENTAL,DAMAGES,1
INCIDENTAL,DAMAGES,EVEN,1
DAMAGES,EVEN,IF,1
EVEN,IF,YOU,1
IF,YOU,GIVE,1
YOU,GIVE,NOTICE,1
GIVE,NOTICE,OF,1
NOTICE,OF,THE,1
OF,THE,POSSIBILITY,1
THE,POSSIBILITY,OF,1
POSSIBILITY,OF,SUCH,1
OF,SUCH,DAMAGE,1
SUCH,DAMAGE,1F3,1
DAMAGE,1F3,LIMITED,1
1F3,LIMITED,RIGHT,1
LIMITED,RIGHT,OF,1
RIGHT,OF,REPLACEMENT,1
OF,REPLACEMENT,OR,1
REPLACEMENT,OR,REFUND,1
OR,REFUND,If,1
REFUND,If,you,1
If,you,discover,1
you,discover,a,1
discover,a,defect,1
defect,in,this,1
in,this,electronic,1
electronic,work,within,1
work,within,90,1
days,of,receiving,1
of,receiving,it,1
receiving,it,you,1
it,you,can,1
you,can,receive,1
can,receive,a,1
receive,a,refund,1
a,refund,of,1
refund,of,the,1
of,the,money,1
the,money,if,1
money,if,any,1
if,any,you,1
any,you,paid,1
you,paid,for,1
paid,for,it,1
for,it,by,1
it,by,sending,1
by,sending,a,1
sending,a,written,1
a,written,explanation,1
written,explanation,to,1
explanation,to,the,1
to,the,person,1
the,person,you,1
person,you,received,1
the,work,from,1
work,from,If,1
from,If,you,1
the,work,on,1
work,on,a,1
on,a,physical,1
physical,medium,you,1
medium,you,must,1
you,must,return,1
must,return,the,1
return,the,medium,1
the,medium,with,1
medium,with,your,1
with,your,written,1
your,written,explanation,1
written,explanation,The,1
explanation,The,person,1
The,person,or,1
or,entity,that,1
entity,that,provided,1
that,provided,you,1
provided,you,with,1
you,with,the,1
with,the,defective,1
the,defective,work,1
defective,work,may,1
work,may,elect,1
may,elect,to,1
elect,to,provide,1
provide,a,replacement,1
replacement,copy,in,1
copy,in,lieu,1
refund,If,you,1
work,electronically,the,1
electronically,the,person,1
or,entity,providing,1
entity,providing,it,1
providing,it,to,1
it,to,you,1
to,you,may,1
you,may,choose,1
may,choose,to,1
choose,to,give,1
to,give,you,1
give,you,a,1
you,a,second,1
a,second,opportunity,1
second,opportunity,to,1
opportunity,to,receive,1
to,receive,the,1
receive,the,work,1
work,electronically,in,1
electronically,in,lieu,1
refund,If,the,1
If,the,second,1
the,second,copy,1
second,copy,is,1
copy,is,also,1
is,also,defective,1
also,defective,you,1
defective,you,may,1
you,may,demand,1
may,demand,a,1
demand,a,refund,1
a,refund,in,1
refund,in,writing,1
in,writing,without,1
writing,without,further,1
without,further,opportunities,1
further,opportunities,to,1
opportunities,to,fix,1
to,fix,the,1
fix,the,problem,1
the,problem,1F4,1
problem,1F4,Except,1
1F4,Except,for,1
for,the,limited,1
the,limited,right,1
limited,right,of,1
right,of,replacement,1
of,replacement,or,1
replacement,or,refund,1
or,refund,set,1
refund,set,forth,1
paragraph,1F3,this,1
1F3,this,work,1
this,work,is,1
work,is,provided,1
is,provided,to,1
provided,to,you,1
to,you,ASIS,1
you,ASIS,WITH,1
ASIS,WITH,NO,1
WITH,NO,OTHER,1
NO,OTHER,WARRANTIES,1
OTHER,WARRANTIES,OF,1
WARRANTIES,OF,ANY,1
OF,ANY,KIND,1
ANY,KIND,EXPRESS,1
KIND,EXPRESS,OR,1
EXPRESS,OR,IMPLIED,1
OR,IMPLIED,INCLUDING,1
IMPLIED,INCLUDING,BUT,1
INCLUDING,BUT,NOT,1
BUT,NOT,LIMITED,1
NOT,LIMITED,TO,1
LIMITED,TO,WARRANTIES,1
TO,WARRANTIES,OF,1
WARRANTIES,OF,MERCHANTIBILITY,1
OF,MERCHANTIBILITY,OR,1
MERCHANTIBILITY,OR,FITNESS,1
OR,FITNESS,FOR,1
FITNESS,FOR,ANY,1
FOR,ANY,PURPOSE,1
ANY,PURPOSE,1F5,1
PURPOSE,1F5,Some,1
1F5,Some,states,1
Some,states,do,1
states,do,not,1
do,not,allow,1
not,allow,disclaimers,1
allow,disclaimers,of,1
disclaimers,of,certain,1
of,certain,implied,1
certain,implied,warranties,1
implied,warranties,or,1
warranties,or,the,1
or,the,exclusion,1
the,exclusion,or,1
exclusion,or,limitation,1
or,limitation,of,1
limitation,of,certain,1
of,certain,types,1
certain,types,of,1
types,of,damages,1
of,damages,If,1
damages,If,any,1
If,any,disclaimer,1
any,disclaimer,or,1
or,limitation,set,1
limitation,set,forth,1
this,agreement,violates,1
agreement,violates,the,1
violates,the,law,1
the,law,of,1
law,of,the,1
the,state,applicable,1
state,applicable,to,1
applicable,to,this,1
to,this,agreement,1
this,agreement,the,1
agreement,the,agreement,1
the,agreement,shall,1
agreement,shall,be,1
shall,be,interpreted,1
be,interpreted,to,1
interpreted,to,make,1
make,the,maximum,1
the,maximum,disclaimer,1
maximum,disclaimer,or,1
or,limitation,permitted,1
limitation,permitted,by,1
permitted,by,the,1
by,the,applicable,1
the,applicable,state,1
applicable,state,law,1
state,law,The,1
law,The,invalidity,1
The,invalidity,or,1
invalidity,or,unenforceability,1
or,unenforceability,of,1
unenforceability,of,any,1
of,any,provision,1
any,provision,of,1
provision,of,this,1
this,agreement,shall,1
agreement,shall,not,1
shall,not,void,1
not,void,the,1
void,the,remaining,1
the,remaining,provisions,1
remaining,provisions,1F6,1
provisions,1F6,INDEMNITY,1
1F6,INDEMNITY,You,1
INDEMNITY,You,agree,1
You,agree,to,1
agree,to,indemnify,1
to,indemnify,and,1
indemnify,and,hold,1
and,hold,the,1
hold,the,Foundation,1
the,Foundation,the,1
Foundation,the,trademark,1
the,trademark,owner,1
trademark,owner,any,1
owner,any,agent,1
any,agent,or,1
agent,or,employee,1
or,employee,of,1
employee,of,the,1
of,the,Foundation,1
the,Foundation,anyone,1
Foundation,anyone,providing,1
anyone,providing,copies,1
providing,copies,of,1
works,in,accordance,1
accordance,with,this,1
with,this,agreement,1
agreement,and,any,1
and,any,volunteers,1
any,volunteers,associated,1
volunteers,associated,with,1
with,the,production,1
the,production,promotion,1
production,promotion,and,1
promotion,and,distribution,1
and,distribution,of,1
electronic,works,harmless,1
works,harmless,from,1
harmless,from,all,1
from,all,liability,1
all,liability,costs,1
liability,costs,and,1
legal,fees,that,1
fees,that,arise,1
that,arise,directly,1
arise,directly,or,1
directly,or,indirectly,1
or,indirectly,from,1
indirectly,from,any,1
from,any,of,1
any,of,the,1
of,the,following,1
the,following,which,1
following,which,you,1
which,you,do,1
you,do,or,1
do,or,cause,1
or,cause,to,1
cause,to,occur,1
to,occur,a,1
occur,a,distribution,1
a,distribution,of,1
distribution,of,this,1
of,this,or,1
this,or,any,1
or,any,Project,1
Gutenbergtm,work,b,1
work,b,alteration,1
b,alteration,modification,1
alteration,modification,or,1
modification,or,additions,1
or,additions,or,1
additions,or,deletions,1
or,deletions,to,1
deletions,to,any,1
to,any,Project,1
Gutenbergtm,work,and,1
work,and,c,1
and,c,any,1
c,any,Defect,1
any,Defect,you,1
Defect,you,cause,1
you,cause,Section,1
cause,Section,2,1
Section,2,Information,1
2,Information,about,1
about,the,Mission,1
the,Mission,of,1
Mission,of,Project,1
Project,Gutenbergtm,Project,1
Gutenbergtm,Project,Gutenbergtm,1
Project,Gutenbergtm,is,1
Gutenbergtm,is,synonymous,1
is,synonymous,with,1
synonymous,with,the,1
with,the,free,1
works,in,formats,1
in,formats,readable,1
formats,readable,by,1
readable,by,the,1
the,widest,variety,1
widest,variety,of,1
variety,of,computers,1
of,computers,including,1
computers,including,obsolete,1
including,obsolete,old,1
obsolete,old,middleaged,1
old,middleaged,and,1
middleaged,and,new,1
and,new,computers,1
new,computers,It,1
computers,It,exists,1
It,exists,because,1
exists,because,of,1
because,of,the,1
of,the,efforts,1
the,efforts,of,1
efforts,of,hundreds,1
of,hundreds,of,1
hundreds,of,volunteers,1
of,volunteers,and,1
volunteers,and,donations,1
and,donations,from,1
donations,from,people,1
from,people,in,1
people,in,all,1
in,all,walks,1
all,walks,of,1
walks,of,life,1
of,life,Volunteers,1
life,Volunteers,and,1
Volunteers,and,financial,1
and,financial,support,1
financial,support,to,1
support,to,provide,1
to,provide,volunteers,1
provide,volunteers,with,1
volunteers,with,the,1
with,the,assistance,1
the,assistance,they,1
assistance,they,need,1
they,need,is,1
need,is,critical,1
is,critical,to,1
critical,to,reaching,1
to,reaching,Project,1
reaching,Project,Gutenbergtms,1
Project,Gutenbergtms,goals,1
Gutenbergtms,goals,and,1
goals,and,ensuring,1
and,ensuring,that,1
ensuring,that,the,1
that,the,Project,1
Gutenbergtm,collection,will,1
collection,will,remain,1
will,remain,freely,1
remain,freely,available,1
freely,available,for,1
available,for,generations,1
for,generations,to,1
generations,to,come,1
to,come,In,1
come,In,2001,1
In,2001,the,1
2001,the,Project,1
Archive,Foundation,was,1
Foundation,was,created,1
was,created,to,1
created,to,provide,1
provide,a,secure,1
a,secure,and,1
secure,and,permanent,1
and,permanent,future,1
permanent,future,for,1
future,for,Project,1
for,Project,Gutenbergtm,1
Project,Gutenbergtm,and,1
Gutenbergtm,and,future,1
and,future,generations,1
future,generations,To,1
generations,To,learn,1
To,learn,more,1
learn,more,about,1
more,about,the,1
Foundation,and,how,1
and,how,your,1
how,your,efforts,1
your,efforts,and,1
efforts,and,donations,1
and,donations,can,1
donations,can,help,1
can,help,see,1
help,see,Sections,1
see,Sections,3,1
Sections,3,and,1
3,and,4,1
and,4,and,1
4,and,the,1
and,the,Foundation,1
the,Foundation,web,1
Foundation,web,page,1
web,page,at,1
page,at,httpwwwpglaforg,1
at,httpwwwpglaforg,Section,1
httpwwwpglaforg,Section,3,1
Section,3,Information,1
3,Information,about,1
Archive,Foundation,The,1
Foundation,The,Project,1
Archive,Foundation,is,1
Foundation,is,a,1
is,a,non,1
a,non,profit,1
non,profit,501c3,1
profit,501c3,educational,1
501c3,educational,corporation,1
educational,corporation,organized,1
corporation,organized,under,1
organized,under,the,1
under,the,laws,1
the,state,of,1
state,of,Mississippi,1
of,Mississippi,and,1
Mississippi,and,granted,1
and,granted,tax,1
granted,tax,exempt,1
exempt,status,by,1
status,by,the,1
by,the,Internal,1
the,Internal,Revenue,1
Internal,Revenue,Service,1
Revenue,Service,The,1
Service,The,Foundations,1
The,Foundations,EIN,1
Foundations,EIN,or,1
EIN,or,federal,1
or,federal,tax,1
federal,tax,identification,1
tax,identification,number,1
identification,number,is,1
number,is,646221541,1
is,646221541,Its,1
646221541,Its,501c3,1
Its,501c3,letter,1
501c3,letter,is,1
letter,is,posted,1
is,posted,at,1
posted,at,httppglaforgfundraising,1
at,httppglaforgfundraising,Contributions,1
httppglaforgfundraising,Contributions,to,1
Contributions,to,the,1
Archive,Foundation,are,1
Foundation,are,tax,1
are,tax,deductible,1
tax,deductible,to,1
deductible,to,the,1
the,full,extent,1
full,extent,permitted,1
extent,permitted,by,1
permitted,by,US,1
by,US,federal,1
US,federal,laws,1
federal,laws,and,1
laws,and,your,1
and,your,states,1
your,states,laws,1
states,laws,The,1
laws,The,Foundations,1
The,Foundations,principal,1
Foundations,principal,office,1
principal,office,is,1
located,at,4557,1
at,4557,Melan,1
4557,Melan,Dr,1
Melan,Dr,S,1
Dr,S,Fairbanks,1
S,Fairbanks,AK,1
Fairbanks,AK,99712,1
AK,99712,but,1
99712,but,its,1
but,its,volunteers,1
its,volunteers,and,1
and,employees,are,1
employees,are,scattered,1
are,scattered,throughout,1
scattered,throughout,numerous,1
throughout,numerous,locations,1
numerous,locations,Its,1
locations,Its,business,1
Its,business,office,1
business,office,is,1
located,at,809,1
at,809,North,1
809,North,1500,1
North,1500,West,1
1500,West,Salt,1
West,Salt,Lake,1
Salt,Lake,City,1
Lake,City,UT,1
City,UT,84116,1
UT,84116,801,1
84116,801,5961887,1
801,5961887,email,1
5961887,email,businesspglaforg,1
email,businesspglaforg,Email,1
businesspglaforg,Email,contact,1
Email,contact,links,1
contact,links,and,1
links,and,up,1
and,up,to,1
up,to,date,1
to,date,contact,1
date,contact,information,1
contact,information,can,1
information,can,be,1
can,be,found,1
be,found,at,1
at,the,Foundations,1
the,Foundations,web,1
Foundations,web,site,1
web,site,and,1
site,and,official,1
and,official,page,1
official,page,at,1
page,at,httppglaforg,1
at,httppglaforg,For,1
httppglaforg,For,additional,1
For,additional,contact,1
additional,contact,information,1
contact,information,Dr,1
information,Dr,Gregory,1
Dr,Gregory,B,1
Gregory,B,Newby,1
B,Newby,Chief,1
Newby,Chief,Executive,1
Chief,Executive,and,1
Executive,and,Director,1
and,Director,gbnewbypglaforg,1
Director,gbnewbypglaforg,Section,1
gbnewbypglaforg,Section,4,1
Information,about,Donations,1
about,Donations,to,1
Donations,to,the,1
Archive,Foundation,Project,1
Foundation,Project,Gutenbergtm,1
Project,Gutenbergtm,depends,1
Gutenbergtm,depends,upon,1
depends,upon,and,1
upon,and,can,1
and,can,not,1
can,not,survive,1
not,survive,without,1
survive,without,wide,1
without,wide,spread,1
wide,spread,public,1
spread,public,support,1
public,support,and,1
support,and,donations,1
and,donations,to,1
donations,to,carry,1
to,carry,out,1
carry,out,its,1
out,its,mission,1
its,mission,of,1
mission,of,increasing,1
of,increasing,the,1
increasing,the,number,1
number,of,public,1
of,public,domain,1
public,domain,and,1
domain,and,licensed,1
and,licensed,works,1
licensed,works,that,1
works,that,can,1
that,can,be,1
can,be,freely,1
be,freely,distributed,1
freely,distributed,in,1
distributed,in,machine,1
in,machine,readable,1
machine,readable,form,1
readable,form,accessible,1
form,accessible,by,1
accessible,by,the,1
the,widest,array,1
widest,array,of,1
array,of,equipment,1
of,equipment,including,1
equipment,including,outdated,1
including,outdated,equipment,1
outdated,equipment,Many,1
equipment,Many,small,1
Many,small,donations,1
small,donations,1,1
donations,1,to,1
1,to,5000,1
to,5000,are,1
5000,are,particularly,1
are,particularly,important,1
particularly,important,to,1
important,to,maintaining,1
to,maintaining,tax,1
maintaining,tax,exempt,1
exempt,status,with,1
status,with,the,1
with,the,IRS,1
the,IRS,The,1
IRS,The,Foundation,1
The,Foundation,is,1
Foundation,is,committed,1
is,committed,to,1
committed,to,complying,1
to,complying,with,1
with,the,laws,1
the,laws,regulating,1
laws,regulating,charities,1
regulating,charities,and,1
charities,and,charitable,1
and,charitable,donations,1
charitable,donations,in,1
donations,in,all,1
in,all,50,1
all,50,states,1
50,states,of,1
states,of,the,1
of,the,United,1
United,States,Compliance,1
States,Compliance,requirements,1
Compliance,requirements,are,1
requirements,are,not,1
are,not,uniform,1
not,uniform,and,1
uniform,and,it,1
and,it,takes,1
it,takes,a,1
takes,a,considerable,1
a,considerable,effort,1
considerable,effort,much,1
effort,much,paperwork,1
much,paperwork,and,1
paperwork,and,many,1
and,many,fees,1
many,fees,to,1
fees,to,meet,1
to,meet,and,1
meet,and,keep,1
and,keep,up,1
keep,up,with,1
up,with,these,1
with,these,requirements,1
these,requirements,We,1
requirements,We,do,1
We,do,not,1
not,solicit,donations,1
solicit,donations,in,1
donations,in,locations,1
in,locations,where,1
locations,where,we,1
have,not,received,1
not,received,written,1
received,written,confirmation,1
written,confirmation,of,1
confirmation,of,compliance,1
of,compliance,To,1
compliance,To,SEND,1
To,SEND,DONATIONS,1
SEND,DONATIONS,or,1
DONATIONS,or,determine,1
or,determine,the,1
determine,the,status,1
the,status,of,1
status,of,compliance,1
of,compliance,for,1
compliance,for,any,1
for,any,particular,1
any,particular,state,1
particular,state,visit,1
state,visit,httppglaforg,1
visit,httppglaforg,While,1
httppglaforg,While,we,1
While,we,can,1
can,not,and,1
not,and,do,1
and,do,not,1
not,solicit,contributions,1
solicit,contributions,from,1
contributions,from,states,1
from,states,where,1
states,where,we,1
have,not,met,1
not,met,the,1
met,the,solicitation,1
the,solicitation,requirements,1
solicitation,requirements,we,1
requirements,we,know,1
we,know,of,1
know,of,no,1
of,no,prohibition,1
no,prohibition,against,1
prohibition,against,accepting,1
against,accepting,unsolicited,1
accepting,unsolicited,donations,1
unsolicited,donations,from,1
donations,from,donors,1
from,donors,in,1
donors,in,such,1
in,such,states,1
such,states,who,1
states,who,approach,1
